,Message,Actual,Predictions
1005,He is there. You call and meet him,ham,ham
1006,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham,ham
1007,Do you know where my lab goggles went,ham,ham
1008,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,ham
1009,Studying. But i.ll be free next weekend.,ham,ham
1010,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ham,ham
1011,Dude we should go sup again,ham,ham
1012,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham,ham
1013,No current and food here. I am alone also,ham,ham
1014,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,ham,ham
1015,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham,ham
1016,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",spam,spam
1017,Did u got that persons story,ham,ham
1018,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,ham
1019,Now get step 2 outta the way. Congrats again.,ham,ham
1020,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham,ham
1021,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham,ham
1022,Wake me up at  &lt;#&gt;  am morning:),ham,ham
1023,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam,spam
1024,Gd luck 4 ur exams :-),ham,ham
1025,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",ham,ham
1026,Really do hope the work doesnt get stressful. Have a gr8 day.,ham,ham
1027,I'm not sure if its still available though,ham,ham
1028,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,ham
1029,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,ham,ham
1030,Ok thanx... Take care then...,ham,ham
1031,How much i gave to you. Morning.,ham,ham
1032,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham,ham
1033,"That's very rude, you on campus?",ham,ham
1034,Ü log off 4 wat. It's sdryb8i,ham,ham
1035,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,ham
1036,"Gud gud..k, chikku tke care.. sleep well gud nyt",ham,ham
1037,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham,ham
1038,"Just sent again. Do you scream and moan in bed, princess?",ham,ham
1039,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham,ham
1040,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam,ham
1041,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham,ham
1042,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,spam,spam
1043,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham,ham
1044,FreeMsg>FAV XMAS TONES!Reply REAL,spam,ham
1045,Yes. It's all innocent fun. O:-),ham,ham
1046,Pls call me da. What happen.,ham,ham
1047,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham,ham
1048,did u get that message,ham,ham
1049,So are you guys asking that i get that slippers again or its gone with last year,ham,ham
1050,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham,ham
1051,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",ham,ham
1052,R we still meeting 4 dinner tonight?,ham,ham
1053,Huh so late... Fr dinner?,ham,ham
1054,"Damn, poor zac doesn't stand a chance",ham,ham
1055,Enjoy urself tmr...,ham,ham
1056,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham,ham
1057,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,ham,ham
1058,"Aight, call me once you're close",ham,ham
1059,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham,ham
1060,Its a part of checking IQ,ham,ham
1061,how are you? I miss you!,ham,ham
1062,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,spam
1063,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,ham,ham
1064,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,ham
1065,I dont. Can you send it to me. Plus how's mode.,ham,ham
1066,"Arms fine, how's Cardiff and uni? ",ham,ham
1067, and  picking them up from various points,ham,ham
1068,Oh thanks a lot..i already bought 2 eggs ..,ham,ham
1069,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,ham
1070,Hi:)cts employee how are you?,ham,ham
1071,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham,ham
1072,Want to finally have lunch today?,ham,ham
1073,"Didn't try, g and I decided not to head out",ham,ham
1074,She told to hr that he want posting in chennai:)because i'm working here:),ham,ham
1075,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham,ham
1076,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,ham
1077,Anything lar...,ham,ham
1078,How was txting and driving,ham,ham
1079,Aiyah then i wait lor. Then u entertain me. Hee...,ham,ham
1080,But i dint slept in afternoon.,ham,ham
1081,K:)k:)what are detail you want to transfer?acc no enough?,ham,ham
1082,Yes :)it completely in out of form:)clark also utter waste.,ham,ham
1083,"Sorry, I'll call later",ham,ham
1084,At 7 we will go ok na.,ham,ham
1085,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham,ham
1086,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham,ham
1087,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",ham,ham
1088,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",ham,ham
1089,Congrats kano..whr s the treat maga?,ham,ham
1090,They r giving a second chance to rahul dengra.,ham,ham
1091,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,ham,ham
1092,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham,ham
1093,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham,ham
1094,"Its ok, called mom instead have fun",ham,ham
1095,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham,ham
1096,Ok. Me watching tv too.,ham,ham
1097,No no. I will check all rooms befor activities,ham,ham
1098,Early bird! Any purchases yet?,ham,ham
1099,I just really need shit before tomorrow and I know you won't be awake before like 6,ham,ham
1100,I went to project centre,ham,ham
1101,Haiyoh... Maybe your hamster was jealous of million,ham,ham
1102,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham,ham
1103,I had askd u a question some hours before. Its answer,ham,ham
1104,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam,ham
1105,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,ham
1106,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,spam
1107,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam,spam
1108,Bognor it is! Should be splendid at this time of year.,ham,ham
1109,Oh did you charge camera,ham,ham
1110,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,ham
1111,Just do what ever is easier for you,ham,ham
1112,Ok. I asked for money how far,ham,ham
1113,Just nw i came to hme da..,ham,ham
1114,Lol enjoy role playing much?,ham,ham
